GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AJWVE001,AJWVE002,AJWVE003,AJWVE004,AJWVE005,AJWVE006,AJWVE007,AJWVE008,AJWVE009,AJWVE010,AJWVE011,AJWVE012,AJWVE013,AJWVE014,AJWVE015,AJWVE016,AJWVE017,AJWVE018,AJWVE019,AJWVE020,AJWVE021,NAME_M,AJWVM001,AJWVM002,AJWVM003,AJWVM004,AJWVM005,AJWVM006,AJWVM007,AJWVM008,AJWVM009,AJWVM010,AJWVM011,AJWVM012,AJWVM013,AJWVM014,AJWVM015,AJWVM016,AJWVM017,AJWVM018,AJWVM019,AJWVM020,AJWVM021
"G3200070","2014-2018","NV",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32007",,,"Elko County, Nevada",52252,39585,34958,239,3123,593,119,84,469,24,445,12667,10177,50,239,0,0,2010,191,120,71,"Elko County, Nevada",0,0,56,85,133,107,29,75,118,35,114,0,622,71,122,29,29,615,96,81,62
"G3200090","2014-2018","NV",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32009",,,"Esmeralda County, Nevada",981,795,776,11,7,0,0,0,1,0,1,186,155,0,0,0,0,31,0,0,0,"Esmeralda County, Nevada",167,155,152,15,11,12,12,12,2,12,2,93,80,12,12,12,12,47,12,12,12
"G3200110","2014-2018","NV",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32011",,,"Eureka County, Nevada",1830,1710,1613,1,96,0,0,0,0,0,0,120,112,0,0,0,0,8,0,0,0,"Eureka County, Nevada",167,172,172,3,82,12,12,12,12,12,12,90,90,12,12,12,12,12,12,12,12
"G3200130","2014-2018","NV",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32013",,,"Humboldt County, Nevada",16904,12383,10973,70,887,84,0,147,222,0,222,4521,3830,0,39,0,0,598,54,38,16,"Humboldt County, Nevada",0,0,192,67,108,66,19,192,100,19,100,0,288,19,41,19,19,273,37,34,19
"G3200150","2014-2018","NV",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32015",,,"Lander County, Nevada",5746,4248,3907,6,238,7,50,0,40,0,40,1498,1271,0,14,0,0,193,20,11,9,"Lander County, Nevada",0,221,265,8,104,11,61,17,47,17,47,221,259,17,13,17,17,179,26,23,16
"G3200170","2014-2018","NV",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32017",,,"Lincoln County, Nevada",5174,4732,4461,155,12,62,0,0,42,0,42,442,153,37,0,0,0,251,1,1,0,"Lincoln County, Nevada",0,165,241,90,20,74,17,17,39,17,39,165,92,28,17,17,17,130,2,2,17
"G3200190","2014-2018","NV",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32019",,,"Lyon County, Nevada",53155,44312,40178,479,1320,589,82,239,1425,0,1425,8843,5093,58,236,4,2,2860,590,191,399,"Lyon County, Nevada",0,0,50,99,163,195,62,171,199,29,199,0,678,75,183,9,3,629,250,108,215
"G3200210","2014-2018","NV",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32021",,,"Mineral County, Nevada",4448,3911,2611,110,909,129,0,3,149,45,104,537,364,1,96,0,0,51,25,18,7,"Mineral County, Nevada",0,194,258,74,138,73,12,4,80,65,63,194,188,2,46,12,12,45,30,29,7
"G3200230","2014-2018","NV",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32023",,,"Nye County, Nevada",43705,37419,33580,1033,562,707,166,0,1371,15,1356,6286,2710,20,89,21,0,3334,112,95,17,"Nye County, Nevada",0,0,24,300,135,114,133,26,374,24,373,0,595,34,102,37,26,605,119,114,31
"G3200270","2014-2018","NV",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32027",,,"Pershing County, Nevada",6611,5014,4340,280,193,87,30,3,81,4,77,1597,1029,12,76,5,0,312,163,20,143,"Pershing County, Nevada",0,0,8,94,89,52,26,8,37,8,37,0,253,17,86,10,17,139,158,23,157
"G3200290","2014-2018","NV",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32029",,,"Storey County, Nevada",3941,3738,3330,32,75,38,0,0,263,0,263,203,189,0,0,0,0,14,0,0,0,"Storey County, Nevada",0,121,167,26,64,41,12,12,108,12,108,121,119,12,12,12,12,21,12,12,12
"G3200310","2014-2018","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32031",,,"Washoe County, Nevada",450486,341564,285766,9605,5982,22955,2604,843,13809,440,13369,108922,69442,725,1066,657,198,30730,6104,2898,3206,"Washoe County, Nevada",0,0,248,484,305,625,170,359,833,192,814,0,2572,266,396,281,170,2370,902,597,650
"G3200330","2014-2018","NV",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32033",,,"White Pine County, Nevada",9737,8215,7027,507,485,111,15,0,70,15,55,1522,1308,11,55,0,0,103,45,0,45,"White Pine County, Nevada",0,0,18,106,105,33,16,17,41,18,37,0,93,12,44,17,17,71,47,17,47
"G3205100","2014-2018","NV",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32510",,,"Carson City, Nevada",54467,41536,36753,908,1050,1431,20,145,1229,13,1216,12931,6972,46,316,40,17,5260,280,119,161,"Carson City, Nevada",0,0,98,114,109,170,30,97,198,16,197,0,730,60,255,52,21,744,132,66,114
"G3300010","2014-2018","NH",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33001",,,"Belknap County, New Hampshire",60640,59650,57698,392,176,484,15,52,833,0,833,990,808,23,55,0,0,36,68,48,20,"Belknap County, New Hampshire",0,0,59,116,84,105,20,60,172,27,172,0,89,29,75,27,27,39,45,45,30
"G3300030","2014-2018","NH",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33003",,,"Carroll County, New Hampshire",47840,47162,45899,226,42,348,13,9,625,42,583,678,610,0,0,0,0,28,40,0,40,"Carroll County, New Hampshire",0,0,65,67,49,66,22,12,119,65,102,0,49,24,24,24,24,32,41,24,41
"G3300050","2014-2018","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33005",,,"Cheshire County, New Hampshire",76263,74909,71856,512,133,1054,9,20,1325,155,1170,1354,799,75,11,0,0,191,278,178,100,"Cheshire County, New Hampshire",0,0,21,90,74,195,15,15,208,121,188,0,190,102,14,27,27,122,116,99,65
"G3300070","2014-2018","NH",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33007",,,"Coos County, New Hampshire",32038,31100,29514,866,105,199,27,0,389,34,355,938,572,54,7,0,0,135,170,74,96,"Coos County, New Hampshire",0,209,292,203,56,36,35,24,110,39,111,209,171,53,8,24,24,69,113,56,99
"G3300090","2014-2018","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33009",,,"Grafton County, New Hampshire",89811,87722,81665,909,312,3304,50,23,1459,12,1447,2089,1370,207,45,32,0,182,253,82,171,"Grafton County, New Hampshire",0,0,21,131,140,155,10,17,251,11,250,0,173,123,38,32,27,95,101,57,80
"G3300110","2014-2018","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33011",,,"Hillsborough County, New Hampshire",411087,384244,348822,9336,440,16626,111,740,8169,197,7972,26843,19728,2194,48,118,89,2559,2107,814,1293,"Hillsborough County, New Hampshire",0,0,325,553,144,510,51,331,720,105,719,0,1014,609,51,104,122,558,511,282,413
"G3300130","2014-2018","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33013",,,"Merrimack County, New Hampshire",149452,146348,138383,1895,215,3103,19,225,2508,91,2417,3104,2376,62,38,0,0,334,294,54,240,"Merrimack County, New Hampshire",0,0,55,238,102,335,30,152,409,68,399,0,211,48,32,27,27,140,157,42,159
"G3300150","2014-2018","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33015",,,"Rockingham County, New Hampshire",305129,296416,283087,2135,131,5961,0,168,4934,90,4844,8713,6261,160,44,10,0,1546,692,483,209,"Rockingham County, New Hampshire",0,0,109,224,87,341,27,109,386,49,390,0,480,115,52,15,27,405,341,340,120
"G3300170","2014-2018","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33017",,,"Strafford County, New Hampshire",128237,125234,116576,1060,67,4441,26,85,2979,224,2755,3003,2426,51,0,115,0,260,151,65,86,"Strafford County, New Hampshire",0,0,31,317,46,231,42,59,433,167,389,0,213,50,27,83,27,129,93,75,53
"G3300190","2014-2018","NH",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33019",,,"Sullivan County, New Hampshire",43125,42481,41047,291,217,328,0,1,597,0,597,644,517,68,4,1,0,35,19,14,5,"Sullivan County, New Hampshire",0,0,2,114,112,68,24,2,164,24,164,0,88,84,6,3,24,25,30,27,11
"G3400010","2014-2018","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34001",,,"Atlantic County, New Jersey",268539,218410,151667,38177,598,21502,66,357,6043,548,5495,50129,27247,2142,371,65,49,16210,4045,2311,1734,"Atlantic County, New Jersey",0,0,110,721,108,419,35,199,872,302,848,0,1546,638,433,43,36,1704,757,482,575
"G3400030","2014-2018","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34003",,,"Bergen County, New Jersey",929999,749470,532426,49361,1028,149328,243,2693,14391,1506,12885,180529,131246,6136,667,809,93,33015,8563,3339,5224,"Bergen County, New Jersey",0,0,379,799,135,900,48,442,1164,314,1057,0,3065,901,227,240,68,2964,833,548,797
"G3400050","2014-2018","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34005",,,"Burlington County, New Jersey",446367,411341,303118,71016,155,21512,158,1478,13904,512,13392,35026,19040,3415,190,108,97,8580,3596,1262,2334,"Burlington County, New Jersey",0,0,405,811,72,485,110,494,969,199,951,0,998,634,87,50,102,961,668,395,576
"G3400070","2014-2018","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34007",,,"Camden County, New Jersey",507367,424310,290029,92935,541,28946,167,1885,9807,335,9472,83057,30801,4961,631,99,63,41210,5292,2706,2586,"Camden County, New Jersey",0,0,523,974,165,406,45,702,995,147,1000,0,1836,732,329,62,59,2004,842,608,623
"G3400090","2014-2018","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34009",,,"Cape May County, New Jersey",93705,86717,80121,4304,26,908,7,92,1259,6,1253,6988,5410,54,0,2,22,1172,328,213,115,"Cape May County, New Jersey",0,0,80,209,32,116,12,79,233,10,231,0,486,39,28,4,26,452,172,159,65
"G3400110","2014-2018","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34011",,,"Cumberland County, New Jersey",153400,107146,72033,27616,803,2040,0,135,4519,245,4274,46254,31066,1957,333,142,14,10680,2062,1069,993,"Cumberland County, New Jersey",0,0,79,672,159,152,28,86,702,234,669,0,1480,545,175,144,20,1250,520,329,353
"G3400130","2014-2018","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34013",,,"Essex County, New Jersey",793555,613314,244690,306647,1201,41180,156,7864,11576,1279,10297,180241,89760,9545,796,320,84,71766,7970,3629,4341,"Essex County, New Jersey",0,0,585,1044,298,545,75,924,985,303,978,0,3008,1159,257,151,89,3093,1220,673,925
"G3400150","2014-2018","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34015",,,"Gloucester County, New Jersey",290852,273560,229296,28828,151,8753,43,360,6129,459,5670,17292,8390,1128,32,196,46,5383,2117,1486,631,"Gloucester County, New Jersey",0,0,251,636,121,332,52,272,696,279,664,0,722,433,36,123,52,837,459,372,203
"G3400170","2014-2018","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34017",,,"Hudson County, New Jersey",668631,379882,192905,72198,874,99277,442,3323,10863,1876,8987,288749,175455,11017,1236,1287,158,87698,11898,5493,6405,"Hudson County, New Jersey",0,0,458,679,198,702,73,687,971,526,787,0,3482,1429,431,448,116,3174,1345,815,1110
"G3400190","2014-2018","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34019",,,"Hunterdon County, New Jersey",125051,117109,107582,3138,63,4902,41,48,1335,135,1200,7942,6137,231,0,32,0,1229,313,93,220,"Hunterdon County, New Jersey",0,0,42,142,54,266,44,42,319,131,294,0,386,97,28,44,28,339,134,54,129
"G3400210","2014-2018","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34021",,,"Mercer County, New Jersey",368762,305391,185755,73089,203,39522,65,682,6075,280,5795,63371,49004,3087,288,110,61,9018,1803,988,815,"Mercer County, New Jersey",0,0,192,578,125,467,76,309,717,147,730,0,1584,810,204,97,53,1212,502,320,341
"G3400230","2014-2018","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34023",,,"Middlesex County, New Jersey",826698,655082,362322,78052,1270,197010,275,2464,13689,2881,10808,171616,124696,6290,594,701,31,31569,7735,4937,2798,"Middlesex County, New Jersey",0,0,427,789,233,919,81,519,1170,551,1061,0,2415,949,261,260,40,2198,992,822,572
"G3400250","2014-2018","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34025",,,"Monmouth County, New Jersey",623387,556859,469708,41485,507,33587,234,1490,9848,842,9006,66528,44003,2474,493,185,37,16385,2951,1210,1741,"Monmouth County, New Jersey",0,0,287,807,198,679,48,447,978,357,905,0,1732,655,211,95,46,1668,562,361,452
"G3400270","2014-2018","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34027",,,"Morris County, New Jersey",494383,429618,355172,15554,302,50262,69,622,7637,597,7040,64765,48826,1051,382,141,40,12137,2188,857,1331,"Morris County, New Jersey",0,0,176,509,115,511,48,207,717,184,670,0,1529,282,240,85,38,1488,546,285,384
"G3400290","2014-2018","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34029",,,"Ocean County, New Jersey",591939,537975,502194,16434,214,11251,163,418,7301,252,7049,53964,37495,1751,123,156,112,12100,2227,1160,1067,"Ocean County, New Jersey",0,0,180,623,89,430,72,161,762,125,744,0,1648,511,72,93,190,1530,611,428,450
"G3400310","2014-2018","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34031",,,"Passaic County, New Jersey",504041,297941,210740,52922,773,25950,74,1521,5961,703,5258,206100,102566,4515,1058,401,97,88317,9146,3412,5734,"Passaic County, New Jersey",0,0,443,601,168,647,83,526,841,290,830,0,3226,587,571,272,80,3363,1065,597,886
"G3400330","2014-2018","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34033",,,"Salem County, New Jersey",63336,57861,47292,8172,155,636,0,102,1504,30,1474,5475,3828,181,27,30,0,981,428,213,215,"Salem County, New Jersey",0,0,59,286,61,80,28,73,307,31,307,0,322,96,22,50,28,313,171,91,141
"G3400350","2014-2018","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34035",,,"Somerset County, New Jersey",330176,282447,189041,30340,344,57035,17,344,5326,689,4637,47729,33459,1513,434,267,6,10128,1922,875,1047,"Somerset County, New Jersey",0,0,142,424,119,424,21,200,630,258,595,0,1489,364,271,156,10,1441,391,274,380
"G3400370","2014-2018","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34037",,,"Sussex County, New Jersey",142298,131189,123534,2895,23,2863,0,99,1775,28,1747,11109,8687,367,27,80,27,1513,408,238,170,"Sussex County, New Jersey",0,0,71,172,29,175,28,59,249,34,243,0,475,186,37,70,36,462,179,114,119
"G3400390","2014-2018","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34039",,,"Union County, New Jersey",553066,381321,222752,111523,279,27631,20,10743,8373,1326,7047,171745,87902,5556,1301,328,65,70119,6474,3060,3414,"Union County, New Jersey",0,0,844,1100,167,639,23,1215,830,407,814,0,2946,890,689,182,86,2908,807,588,690
"G3400410","2014-2018","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041",,,"Warren County, New Jersey",106293,96882,87628,4571,89,2849,15,161,1569,66,1503,9411,6724,136,67,0,0,1885,599,121,478,"Warren County, New Jersey",0,0,89,186,63,151,23,105,248,48,243,0,487,69,40,28,28,448,240,78,219
"G3500010","2014-2018","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001",,,"Bernalillo County, New Mexico",677692,340065,264358,16622,27949,16782,379,1900,12075,712,11363,337627,237110,2638,4918,752,114,75656,16439,11130,5309,"Bernalillo County, New Mexico",0,0,515,558,545,651,121,538,1134,272,1123,0,4016,573,854,237,100,3755,1400,1325,691
"G3500030","2014-2018","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003",,,"Catron County, New Mexico",3539,2904,2885,0,2,6,0,0,11,0,11,635,619,0,0,0,0,16,0,0,0,"Catron County, New Mexico",0,267,268,12,3,9,12,12,16,12,16,267,251,12,12,12,12,65,12,12,12
"G3500050","2014-2018","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005",,,"Chaves County, New Mexico",65459,28662,25853,1005,570,405,23,163,643,0,643,36797,29756,106,493,0,0,5339,1103,762,341,"Chaves County, New Mexico",0,0,147,105,173,169,24,152,281,28,281,0,969,78,242,28,28,915,390,357,164
"G3500060","2014-2018","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006",,,"Cibola County, New Mexico",26978,16659,5286,250,10531,85,6,82,419,18,401,10319,7338,55,787,8,0,1774,357,153,204,"Cibola County, New Mexico",0,0,22,62,159,55,10,106,151,23,144,0,570,60,262,12,22,436,172,96,126
"G3500070","2014-2018","NM",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35007",,,"Colfax County, New Mexico",12353,6248,5777,60,115,42,0,10,244,0,244,6105,4896,7,130,0,0,902,170,120,50,"Colfax County, New Mexico",0,0,17,40,83,54,19,17,74,19,74,0,249,12,67,19,19,225,123,117,38
"G3500090","2014-2018","NM",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35009",,,"Curry County, New Mexico",50199,29327,24184,2650,458,780,80,174,1001,105,896,20872,9371,67,97,35,48,9931,1323,934,389,"Curry County, New Mexico",0,0,140,297,73,126,70,140,293,123,266,0,987,70,48,38,80,968,363,313,211
"G3500110","2014-2018","NM",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35011",,,"De Baca County, New Mexico",2060,1111,1072,33,0,0,0,0,6,0,6,949,464,0,0,6,0,334,145,145,0,"De Baca County, New Mexico",69,188,176,48,12,12,12,12,12,12,12,192,179,12,12,8,12,151,127,127,12
"G3500130","2014-2018","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35013",,,"Doña Ana County, New Mexico",215338,68853,59223,3598,1473,2210,42,185,2122,99,2023,146485,130154,489,968,66,19,13061,1728,912,816,"Doña Ana County, New Mexico",0,0,142,227,292,232,47,119,463,95,456,0,2271,244,291,51,30,2116,449,347,295
"G3500150","2014-2018","NM",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35015",,,"Eddy County, New Mexico",57437,29638,27317,821,775,225,0,35,465,0,465,27799,24956,70,94,0,0,2289,390,203,187,"Eddy County, New Mexico",0,0,33,97,57,151,28,42,177,28,177,0,671,66,99,28,28,594,213,148,149
"G3500170","2014-2018","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017",,,"Grant County, New Mexico",28061,13934,12915,157,525,37,6,22,272,0,272,14127,13353,40,85,42,0,320,287,218,69,"Grant County, New Mexico",0,0,23,128,135,56,10,26,104,22,104,0,243,59,76,52,22,158,140,134,49
"G3500190","2014-2018","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019",,,"Guadalupe County, New Mexico",4382,948,830,50,52,0,0,0,16,8,8,3434,2775,9,19,0,0,511,120,16,104,"Guadalupe County, New Mexico",0,197,167,50,48,12,12,12,15,15,14,197,267,16,21,12,12,147,139,21,144
"G3500210","2014-2018","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021",,,"Harding County, New Mexico",459,288,283,0,0,0,2,1,2,0,2,171,141,0,0,0,0,10,20,18,2,"Harding County, New Mexico",69,59,59,12,12,12,5,2,2,12,2,42,38,12,12,12,12,9,18,16,2
"G3500230","2014-2018","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023",,,"Hidalgo County, New Mexico",4371,1836,1782,27,23,0,0,0,4,0,4,2535,2415,0,5,0,0,59,56,48,8,"Hidalgo County, New Mexico",0,0,39,28,22,12,12,12,7,12,7,0,57,12,9,12,12,28,48,48,15
"G3500250","2014-2018","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025",,,"Lea County, New Mexico",70126,29532,25311,2543,497,155,17,190,819,35,784,40594,36834,164,131,0,10,2852,603,288,315,"Lea County, New Mexico",0,0,149,265,131,189,26,148,303,24,305,0,803,186,78,28,18,598,301,123,268
"G3500270","2014-2018","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027",,,"Lincoln County, New Mexico",19482,13120,12176,161,315,91,0,0,377,37,340,6362,6060,18,12,0,0,178,94,0,94,"Lincoln County, New Mexico",0,0,19,137,193,141,19,19,206,59,216,0,162,29,14,19,19,113,117,19,117
"G3500280","2014-2018","NM",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35028",,,"Los Alamos County, New Mexico",18356,15120,13241,36,173,996,0,9,665,23,642,3236,2445,0,28,0,0,558,205,116,89,"Los Alamos County, New Mexico",0,0,22,35,54,169,19,15,184,26,178,0,269,19,32,19,19,225,122,97,69
"G3500290","2014-2018","NM",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35029",,,"Luna County, New Mexico",24264,8100,7301,271,198,168,9,0,153,0,153,16164,14907,65,52,0,0,877,263,236,27,"Luna County, New Mexico",0,0,22,50,96,59,15,22,116,22,116,0,444,75,61,22,22,377,220,223,25
"G3500310","2014-2018","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35031",,,"McKinley County, New Mexico",72849,62415,6447,421,53659,711,30,50,1097,37,1060,10434,4501,67,2232,35,0,2626,973,244,729,"McKinley County, New Mexico",0,0,29,13,392,55,20,37,401,64,407,0,709,71,685,64,28,620,380,121,350
"G3500330","2014-2018","NM",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35033",,,"Mora County, New Mexico",4563,862,712,1,0,0,0,149,0,0,0,3701,1972,0,3,0,0,1690,36,36,0,"Mora County, New Mexico",0,241,220,3,12,12,12,159,12,12,12,241,383,12,5,12,12,385,40,40,12
"G3500350","2014-2018","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35035",,,"Otero County, New Mexico",65745,40746,32387,2137,3985,823,76,32,1306,39,1267,24999,19152,221,400,118,76,4089,943,412,531,"Otero County, New Mexico",0,0,31,201,187,154,87,33,287,44,281,0,996,119,203,161,102,907,424,266,323
"G3500370","2014-2018","NM",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35037",,,"Quay County, New Mexico",8373,4592,4179,122,114,63,19,23,72,7,65,3781,3372,6,43,27,0,293,40,26,14,"Quay County, New Mexico",0,0,9,61,22,37,28,33,41,9,41,0,196,11,44,42,17,182,39,33,18
"G3500390","2014-2018","NM",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35039",,,"Rio Arriba County, New Mexico",39307,11261,4910,164,5594,185,5,181,222,62,160,28046,16472,73,824,3,0,9991,683,441,242,"Rio Arriba County, New Mexico",0,0,145,21,69,35,7,147,71,44,62,0,1151,77,308,5,25,1149,224,158,147
"G3500410","2014-2018","NM",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35041",,,"Roosevelt County, New Mexico",19117,11176,10037,447,65,79,0,21,527,0,527,7941,4178,75,39,31,0,3256,362,288,74,"Roosevelt County, New Mexico",0,0,23,44,35,30,19,23,67,19,67,0,518,75,46,42,19,512,145,125,75
"G3500430","2014-2018","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35043",,,"Sandoval County, New Mexico",140769,86731,61920,2894,16879,1732,161,296,2849,98,2751,54038,38471,204,774,211,82,11589,2707,1651,1056,"Sandoval County, New Mexico",0,0,177,207,411,205,58,160,495,89,495,0,1552,105,297,241,85,1449,565,339,395
"G3500450","2014-2018","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35045",,,"San Juan County, New Mexico",127455,101836,49334,712,48592,841,75,164,2118,55,2063,25619,17023,104,1932,147,0,5155,1258,448,810,"San Juan County, New Mexico",0,0,133,166,378,57,68,130,428,48,431,0,798,121,632,192,28,723,362,165,296
